Year,Country,GDP per capita (current US$),"Life expectancy at birth, total (years)","Population, total",Country Code,Region,Income Group,Lending Type
2012,Lao PDR,1566.00974499584,65.355,6508803.0,LAO,East Asia & Pacific,Lower middle income,IDA
2013,Lao PDR,1815.44023786192,65.718,6600742.0,LAO,East Asia & Pacific,Lower middle income,IDA
2014,Lao PDR,1984.5086701174,66.361,6691454.0,LAO,East Asia & Pacific,Lower middle income,IDA
2015,Lao PDR,2125.45905698314,66.67,6787419.0,LAO,East Asia & Pacific,Lower middle income,IDA
2016,Lao PDR,2309.0490761946,67.167,6891363.0,LAO,East Asia & Pacific,Lower middle income,IDA
2017,Lao PDR,2439.4633552251,67.434,6997917.0,LAO,East Asia & Pacific,Lower middle income,IDA
2018,Lao PDR,2553.36186646266,67.634,7105006.0,LAO,East Asia & Pacific,Lower middle income,IDA
2019,Lao PDR,2598.50552320723,68.138,7212053.0,LAO,East Asia & Pacific,Lower middle income,IDA
2020,Lao PDR,2593.35509719847,68.497,7319399.0,LAO,East Asia & Pacific,Lower middle income,IDA
2021,Lao PDR,2535.62343413571,68.061,7425057.0,LAO,East Asia & Pacific,Lower middle income,IDA
2022,Lao PDR,2054.43078086496,,7529475.0,LAO,East Asia & Pacific,Lower middle income,IDA
2004,Latvia,6378.66652057115,72.0268292682927,2263122.0,LVA,Europe & Central Asia,High income,Not classified
2005,Latvia,7594.90238431362,71.3560975609756,2238799.0,LVA,Europe & Central Asia,High income,Not classified
2006,Latvia,9723.44690174779,70.8658536585366,2218357.0,LVA,Europe & Central Asia,High income,Not classified
2007,Latvia,14113.5291277327,71.019512195122,2200325.0,LVA,Europe & Central Asia,High income,Not classified
2008,Latvia,16467.1436879405,72.419512195122,2177322.0,LVA,Europe & Central Asia,High income,Not classified
2009,Latvia,12331.9285524089,73.0804878048781,2141669.0,LVA,Europe & Central Asia,High income,Not classified
2010,Latvia,11420.9940032836,73.4829268292683,2097555.0,LVA,Europe & Central Asia,High income,Not classified
2011,Latvia,13338.9622350852,73.5756097560976,2059709.0,LVA,Europe & Central Asia,High income,Not classified
2012,Latvia,13847.3379393194,73.7780487804878,2034319.0,LVA,Europe & Central Asia,High income,Not classified
2013,Latvia,15007.4918561719,73.9829268292683,2012647.0,LVA,Europe & Central Asia,High income,Not classified
2014,Latvia,15742.3913381908,74.1243902439024,1993782.0,LVA,Europe & Central Asia,High income,Not classified
2015,Latvia,13786.4567953114,74.4804878048781,1977527.0,LVA,Europe & Central Asia,High income,Not classified
2016,Latvia,14331.7515885049,74.580487804878,1959537.0,LVA,Europe & Central Asia,High income,Not classified
2017,Latvia,15695.1151541059,74.6292682926829,1942248.0,LVA,Europe & Central Asia,High income,Not classified
2018,Latvia,17865.0310947642,74.7829268292683,1927174.0,LVA,Europe & Central Asia,High income,Not classified
2019,Latvia,17883.3494113217,75.3878048780488,1913822.0,LVA,Europe & Central Asia,High income,Not classified
2020,Latvia,18096.2027073394,75.1853658536585,1900449.0,LVA,Europe & Central Asia,High income,Not classified
2021,Latvia,20930.3982374189,73.2829268292683,1884490.0,LVA,Europe & Central Asia,High income,Not classified
2022,Latvia,21779.5042572825,,1879383.0,LVA,Europe & Central Asia,High income,Not classified
2004,Lebanon,4625.30424673265,75.976,4574797.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2005,Lebanon,4630.00921353301,76.273,4643044.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2006,Lebanon,4665.96280134547,76.08,4719864.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2007,Lebanon,5162.03295880358,77.08,4809608.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2008,Lebanon,5957.69675411548,77.584,4887613.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2009,Lebanon,7149.7914980484,77.889,4951135.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2010,Lebanon,7695.24541457279,78.156,4995800.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2011,Lebanon,7914.1095681645,78.404,5045056.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2012,Lebanon,8500.1805629403,78.628,5178337.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2013,Lebanon,8255.20921055985,78.765,5678851.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2014,Lebanon,7665.37969186256,78.973,6274342.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2015,Lebanon,7802.75136769776,79.229,6398940.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2016,Lebanon,8172.29947599133,79.505,6258619.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2017,Lebanon,8679.89742212366,79.654,6109252.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2018,Lebanon,9225.84515486901,79.729,5950839.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2019,Lebanon,8925.42186017072,79.236,5781907.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2020,Lebanon,5599.95752260733,77.804,5662923.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2021,Lebanon,4136.14657516013,75.047,5592631.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2022,Lebanon,,,5489739.0,LBN,Middle East & North Africa,Lower middle income,IBRD
2004,Lesotho,761.181038791723,43.711,1985384.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2005,Lesotho,850.775315507556,43.233,1977424.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2006,Lesotho,910.618563398363,42.914,1976780.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2007,Lesotho,848.077371929249,43.123,1983465.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2008,Lesotho,885.65930324266,43.566,1995014.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2009,Lesotho,866.475127181991,44.034,2009169.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2010,Lesotho,1104.8115468317,45.596,2022747.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2011,Lesotho,1265.85794508512,46.692,2037677.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2012,Lesotho,1205.85998481002,47.835,2054718.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2013,Lesotho,1141.3609231718,49.002,2073939.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2014,Lesotho,1165.05065002416,50.033,2095242.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2015,Lesotho,1113.83683453612,51.101,2118521.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2016,Lesotho,994.239764062067,52.264,2143872.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2017,Lesotho,1062.4561920176,53.064,2170617.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2018,Lesotho,1162.97885412072,53.733,2198017.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2019,Lesotho,1061.22335618067,54.173,2225702.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2020,Lesotho,917.356381258442,54.693,2254100.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2021,Lesotho,1029.50618912869,53.062,2281454.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2022,Lesotho,969.935760159406,,2305825.0,LSO,Sub-Saharan Africa ,Lower middle income,IDA
2004,Liberia,287.274691932321,56.013,3122447.0,LBR,Sub-Saharan Africa ,Low income,IDA
2005,Liberia,290.541214909265,56.912,3266318.0,LBR,Sub-Saharan Africa ,Low income,IDA
2006,Liberia,323.841225769427,57.62,3455397.0,LBR,Sub-Saharan Africa ,Low income,IDA
2007,Liberia,377.951628798097,58.285,3632740.0,LBR,Sub-Saharan Africa ,Low income,IDA
2008,Liberia,456.144699881365,58.772,3783887.0,LBR,Sub-Saharan Africa ,Low income,IDA
2009,Liberia,452.745228889857,59.194,3905066.0,LBR,Sub-Saharan Africa ,Low income,IDA
2010,Liberia,497.020365397034,59.433,4019956.0,LBR,Sub-Saharan Africa ,Low income,IDA
2011,Liberia,573.526422156584,59.62,4181150.0,LBR,Sub-Saharan Africa ,Low income,IDA
2012,Liberia,644.455576742833,59.913,4331740.0,LBR,Sub-Saharan Africa ,Low income,IDA
2013,Liberia,717.635753333907,59.943,4427313.0,LBR,Sub-Saharan Africa ,Low income,IDA
2014,Liberia,713.734882389203,59.121,4519398.0,LBR,Sub-Saharan Africa ,Low income,IDA
2015,Liberia,699.662946853965,59.148,4612329.0,LBR,Sub-Saharan Africa ,Low income,IDA
2016,Liberia,722.131226789418,60.416,4706097.0,LBR,Sub-Saharan Africa ,Low income,IDA
2017,Liberia,706.892691974846,60.553,4796631.0,LBR,Sub-Saharan Africa ,Low income,IDA
2018,Liberia,700.037039377706,60.853,4889391.0,LBR,Sub-Saharan Africa ,Low income,IDA
2019,Liberia,665.878447568436,61.104,4985289.0,LBR,Sub-Saharan Africa ,Low income,IDA
2020,Liberia,597.529691893048,60.948,5087584.0,LBR,Sub-Saharan Africa ,Low income,IDA
2021,Liberia,675.66318584916,60.747,5193416.0,LBR,Sub-Saharan Africa ,Low income,IDA
2022,Liberia,754.532842914744,,5302681.0,LBR,Sub-Saharan Africa ,Low income,IDA
2004,Libya,5823.63794340523,71.49,5687563.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2005,Libya,8108.05260794233,71.592,5837986.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2006,Libya,10060.361041075,71.724,5973369.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2007,Libya,11158.1122737785,71.863,6097177.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2008,Libya,13921.8992346112,72.269,6228370.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2009,Libya,9560.8038078711,72.356,6360191.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2010,Libya,11611.3585954261,72.374,6491988.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2011,Libya,7784.13321371462,70.071,6188132.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2012,Libya,15765.4197906677,72.247,5869870.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2013,Libya,12589.5297148358,72.34,5985221.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2014,Libya,9408.75254634115,71.511,6097764.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2015,Libya,7867.5157311439,71.698,6192235.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2016,Libya,7945.00605015965,71.756,6282196.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2017,Libya,10529.1162687455,72.482,6378261.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2018,Libya,11838.2987072109,72.794,6477793.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2019,Libya,10542.4290201042,72.463,6569088.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2020,Libya,7034.65836433258,72.472,6653942.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2021,Libya,5908.9513231651,71.911,6735277.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2022,Libya,6716.09598462328,,6812341.0,LBY,Middle East & North Africa,Upper middle income,IBRD
2004,Liechtenstein,100710.606348234,81.7707317073171,34300.0,LIE,Europe & Central Asia,High income,Not classified
2005,Liechtenstein,105751.498912828,80.6682926829268,34603.0,LIE,Europe & Central Asia,High income,Not classified
2006,Liechtenstein,114652.242430174,80.9487804878049,34889.0,LIE,Europe & Central Asia,High income,Not classified
2007,Liechtenstein,130908.389678938,81.2951219512195,35150.0,LIE,Europe & Central Asia,High income,Not classified
2008,Liechtenstein,143540.573432591,82.6829268292683,35401.0,LIE,Europe & Central Asia,High income,Not classified
2009,Liechtenstein,126261.397282982,81.5,35675.0,LIE,Europe & Central Asia,High income,Not classified
2010,Liechtenstein,141466.827324144,81.8414634146342,35926.0,LIE,Europe & Central Asia,High income,Not classified
2011,Liechtenstein,158603.608966707,81.7926829268293,36189.0,LIE,Europe & Central Asia,High income,Not classified
2012,Liechtenstein,149461.78557146,82.3829268292683,36505.0,LIE,Europe & Central Asia,High income,Not classified
2013,Liechtenstein,173659.411799089,82.2609756097561,36806.0,LIE,Europe & Central Asia,High income,Not classified
2014,Liechtenstein,179467.516166777,82.0731707317073,37096.0,LIE,Europe & Central Asia,High income,Not classified
2015,Liechtenstein,167809.269874833,82.6560975609756,37355.0,LIE,Europe & Central Asia,High income,Not classified
2016,Liechtenstein,165845.995200652,82.2585365853659,37609.0,LIE,Europe & Central Asia,High income,Not classified
2017,Liechtenstein,170875.682067431,83.7463414634147,37889.0,LIE,Europe & Central Asia,High income,Not classified
2018,Liechtenstein,175286.679024684,83.0414634146342,38181.0,LIE,Europe & Central Asia,High income,Not classified
2019,Liechtenstein,167259.160311816,84.1609756097561,38482.0,LIE,Europe & Central Asia,High income,Not classified
2020,Liechtenstein,165287.186766512,81.6585365853659,38756.0,LIE,Europe & Central Asia,High income,Not classified
2021,Liechtenstein,197504.548936258,84.4024390243902,39039.0,LIE,Europe & Central Asia,High income,Not classified
2022,Liechtenstein,,,39327.0,LIE,Europe & Central Asia,High income,Not classified
2004,Lithuania,6700.32719189382,71.9609756097561,3377075.0,LTU,Europe & Central Asia,High income,Not classified
2005,Lithuania,7854.76527867855,71.2536585365854,3322528.0,LTU,Europe & Central Asia,High income,Not classified
2006,Lithuania,9230.70798102521,71.0560975609756,3269909.0,LTU,Europe & Central Asia,High income,Not classified
2007,Lithuania,12285.4470537014,70.9,3231294.0,LTU,Europe & Central Asia,High income,Not classified
2008,Lithuania,14944.996652175,71.8121951219512,3198231.0,LTU,Europe & Central Asia,High income,Not classified
2009,Lithuania,11820.7761591359,72.9146341463415,3162916.0,LTU,Europe & Central Asia,High income,Not classified
2010,Lithuania,11987.508411647,73.2682926829268,3097282.0,LTU,Europe & Central Asia,High income,Not classified
2011,Lithuania,14376.9478643932,73.5634146341464,3028115.0,LTU,Europe & Central Asia,High income,Not classified
2012,Lithuania,14367.709424872,73.8634146341464,2987773.0,LTU,Europe & Central Asia,High income,Not classified
2013,Lithuania,15729.6524666512,73.9146341463415,2957689.0,LTU,Europe & Central Asia,High income,Not classified
2014,Lithuania,16551.018202078,74.5170731707317,2932367.0,LTU,Europe & Central Asia,High income,Not classified
2015,Lithuania,14263.9645773495,74.3219512195122,2904910.0,LTU,Europe & Central Asia,High income,Not classified
2016,Lithuania,15008.3132445526,74.6707317073171,2868231.0,LTU,Europe & Central Asia,High income,Not classified
2017,Lithuania,16885.4073948373,75.4804878048781,2828403.0,LTU,Europe & Central Asia,High income,Not classified
2018,Lithuania,19186.359591641,75.6804878048781,2801543.0,LTU,Europe & Central Asia,High income,Not classified
2019,Lithuania,19615.5491450175,76.2829268292683,2794137.0,LTU,Europe & Central Asia,High income,Not classified
2020,Lithuania,20381.8557827478,74.9780487804878,2794885.0,LTU,Europe & Central Asia,High income,Not classified
2021,Lithuania,23849.6156993566,74.3390243902439,2800839.0,LTU,Europe & Central Asia,High income,Not classified
2022,Lithuania,25064.808914729,,2831639.0,LTU,Europe & Central Asia,High income,Not classified
2004,Luxembourg,76544.9170868473,79.1219512195122,458095.0,LUX,Europe & Central Asia,High income,Not classified
2005,Luxembourg,80988.1376230858,79.4317073170732,465158.0,LUX,Europe & Central Asia,High income,Not classified
2006,Luxembourg,90788.8004876145,79.2878048780488,472637.0,LUX,Europe & Central Asia,High income,Not classified
2007,Luxembourg,107475.320297978,79.3829268292683,479993.0,LUX,Europe & Central Asia,High income,Not classified
2008,Luxembourg,120422.137934157,80.5390243902439,488650.0,LUX,Europe & Central Asia,High income,Not classified
2009,Luxembourg,109419.746953106,80.6365853658537,497783.0,LUX,Europe & Central Asia,High income,Not classified
2010,Luxembourg,110885.991378721,80.6317073170732,506953.0,LUX,Europe & Central Asia,High income,Not classified
2011,Luxembourg,119025.057203467,80.9878048780488,518347.0,LUX,Europe & Central Asia,High income,Not classified
2012,Luxembourg,112584.676270958,81.3926829268293,530946.0,LUX,Europe & Central Asia,High income,Not classified
2013,Luxembourg,120000.140729859,81.8,543360.0,LUX,Europe & Central Asia,High income,Not classified
2014,Luxembourg,123678.702143275,82.2292682926829,556319.0,LUX,Europe & Central Asia,High income,Not classified
2015,Luxembourg,105462.012584423,82.2926829268293,569604.0,LUX,Europe & Central Asia,High income,Not classified
2016,Luxembourg,106899.293549552,82.6853658536585,582014.0,LUX,Europe & Central Asia,High income,Not classified
2017,Luxembourg,110193.213797228,82.0951219512195,596336.0,LUX,Europe & Central Asia,High income,Not classified
2018,Luxembourg,116786.511654677,82.2951219512195,607950.0,LUX,Europe & Central Asia,High income,Not classified
2019,Luxembourg,112726.439672814,82.6390243902439,620001.0,LUX,Europe & Central Asia,High income,Not classified
2020,Luxembourg,116905.370396853,82.1439024390244,630419.0,LUX,Europe & Central Asia,High income,Not classified
2021,Luxembourg,133711.794435985,82.7487804878049,640064.0,LUX,Europe & Central Asia,High income,Not classified
2022,Luxembourg,125006.021815486,,653103.0,LUX,Europe & Central Asia,High income,Not classified
2004,"Macao SAR, China",22381.9231911914,81.691,475529.0,MAC,East Asia & Pacific,High income,Not classified
2005,"Macao SAR, China",24886.5805921909,82.033,488619.0,MAC,East Asia & Pacific,High income,Not classified
2006,"Macao SAR, China",29637.7670637369,82.257,501863.0,MAC,East Asia & Pacific,High income,Not classified
2007,"Macao SAR, China",35782.8607152865,82.543,515330.0,MAC,East Asia & Pacific,High income,Not classified
2008,"Macao SAR, China",39745.7618028691,82.893,529038.0,MAC,East Asia & Pacific,High income,Not classified
2009,"Macao SAR, China",39754.9761535003,83.276,543021.0,MAC,East Asia & Pacific,High income,Not classified
2010,"Macao SAR, China",50676.3870819204,83.109,557297.0,MAC,East Asia & Pacific,High income,Not classified
2011,"Macao SAR, China",64528.3628232928,83.229,571003.0,MAC,East Asia & Pacific,High income,Not classified
2012,"Macao SAR, China",74111.6011863847,83.326,582766.0,MAC,East Asia & Pacific,High income,Not classified
2013,"Macao SAR, China",86853.4770469877,83.727,593374.0,MAC,East Asia & Pacific,High income,Not classified
2014,"Macao SAR, China",90873.6024865671,83.883,604167.0,MAC,East Asia & Pacific,High income,Not classified
2015,"Macao SAR, China",73220.6355551661,83.984,615239.0,MAC,East Asia & Pacific,High income,Not classified
2016,"Macao SAR, China",71919.054918813,84.231,626688.0,MAC,East Asia & Pacific,High income,Not classified
2017,"Macao SAR, China",78896.2747485132,84.563,638609.0,MAC,East Asia & Pacific,High income,Not classified
2018,"Macao SAR, China",84779.4536941057,84.928,650991.0,MAC,East Asia & Pacific,High income,Not classified
2019,"Macao SAR, China",82998.6361006441,84.978,663653.0,MAC,East Asia & Pacific,High income,Not classified
2020,"Macao SAR, China",37474.7345945939,85.184,676283.0,MAC,East Asia & Pacific,High income,Not classified
2021,"Macao SAR, China",45104.8921800265,85.399,686607.0,MAC,East Asia & Pacific,High income,Not classified
2022,"Macao SAR, China",34584.8590938779,,695168.0,MAC,East Asia & Pacific,High income,Not classified
2004,Madagascar,277.50782658828,60.149,18250774.0,MDG,Sub-Saharan Africa ,Low income,IDA
2005,Madagascar,311.793126649035,60.57,18792171.0,MDG,Sub-Saharan Africa ,Low income,IDA
2006,Madagascar,330.522670008512,61.315,19350299.0,MDG,Sub-Saharan Africa ,Low income,IDA
2007,Madagascar,427.83632916955,61.757,19924958.0,MDG,Sub-Saharan Africa ,Low income,IDA
2008,Madagascar,522.830621952534,62.142,20513599.0,MDG,Sub-Saharan Africa ,Low income,IDA
2009,Madagascar,455.407373772766,62.734,21117092.0,MDG,Sub-Saharan Africa ,Low income,IDA
2010,Madagascar,459.375407996579,62.873,21731053.0,MDG,Sub-Saharan Africa ,Low income,IDA
2011,Madagascar,516.902539255093,63.494,22348158.0,MDG,Sub-Saharan Africa ,Low income,IDA
2012,Madagascar,504.173737710132,63.544,22966240.0,MDG,Sub-Saharan Africa ,Low income,IDA
2013,Madagascar,526.688019635403,63.962,23588073.0,MDG,Sub-Saharan Africa ,Low income,IDA
2014,Madagascar,517.136183122584,64.255,24215976.0,MDG,Sub-Saharan Africa ,Low income,IDA
2015,Madagascar,455.63803458407,64.339,24850912.0,MDG,Sub-Saharan Africa ,Low income,IDA
2016,Madagascar,464.61615837171,64.997,25501941.0,MDG,Sub-Saharan Africa ,Low income,IDA
2017,Madagascar,503.498058680237,65.094,26169542.0,MDG,Sub-Saharan Africa ,Low income,IDA
2018,Madagascar,512.543991506858,65.27,26846541.0,MDG,Sub-Saharan Africa ,Low income,IDA
2019,Madagascar,512.27966560241,65.882,27533134.0,MDG,Sub-Saharan Africa ,Low income,IDA
2020,Madagascar,462.404228818383,65.182,28225177.0,MDG,Sub-Saharan Africa ,Low income,IDA
2021,Madagascar,503.352081190858,64.485,28915653.0,MDG,Sub-Saharan Africa ,Low income,IDA
2022,Madagascar,516.592615982213,,29611714.0,MDG,Sub-Saharan Africa ,Low income,IDA
2004,Malawi,407.588990013244,50.453,12411342.0,MWI,Sub-Saharan Africa ,Low income,IDA
2005,Malawi,417.102263364075,52.044,12755648.0,MWI,Sub-Saharan Africa ,Low income,IDA
2006,Malawi,443.523675665125,53.238,13118307.0,MWI,Sub-Saharan Africa ,Low income,IDA
2007,Malawi,478.028076481469,53.946,13495463.0,MWI,Sub-Saharan Africa ,Low income,IDA
2008,Malawi,557.519009408402,54.604,13889423.0,MWI,Sub-Saharan Africa ,Low income,IDA
2009,Malawi,630.109154083703,55.448,14298932.0,MWI,Sub-Saharan Africa ,Low income,IDA
2010,Malawi,688.139191185368,56.381,14718422.0,MWI,Sub-Saharan Africa ,Low income,IDA
2011,Malawi,769.052599195882,57.455,15146094.0,MWI,Sub-Saharan Africa ,Low income,IDA
2012,Malawi,563.061539677727,58.679,15581251.0,MWI,Sub-Saharan Africa ,Low income,IDA
2013,Malawi,501.19717297875,59.729,16024775.0,MWI,Sub-Saharan Africa ,Low income,IDA
2014,Malawi,534.126977149089,60.899,16477966.0,MWI,Sub-Saharan Africa ,Low income,IDA
2015,Malawi,544.276872741836,61.378,16938942.0,MWI,Sub-Saharan Africa ,Low income,IDA
2016,Malawi,454.443266065248,62.209,17405624.0,MWI,Sub-Saharan Africa ,Low income,IDA
2017,Malawi,500.165547203323,62.977,17881167.0,MWI,Sub-Saharan Africa ,Low income,IDA
2018,Malawi,537.932204050438,63.276,18367883.0,MWI,Sub-Saharan Africa ,Low income,IDA
2019,Malawi,584.362867276266,64.119,18867337.0,MWI,Sub-Saharan Africa ,Low income,IDA
2020,Malawi,622.184591270706,63.717,19377061.0,MWI,Sub-Saharan Africa ,Low income,IDA
2021,Malawi,633.609733179475,62.904,19889742.0,MWI,Sub-Saharan Africa ,Low income,IDA
2022,Malawi,645.158692067185,,20405317.0,MWI,Sub-Saharan Africa ,Low income,IDA
2004,Malaysia,4924.33811126582,73.898,25333247.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2005,Malaysia,5536.83748306949,74.096,25923536.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2006,Malaysia,6137.15053996313,74.164,26509413.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2007,Malaysia,7144.00023998183,74.211,27092604.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2008,Malaysia,8343.3033817446,74.25,27664296.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2009,Malaysia,7167.87719423373,74.227,28217204.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2010,Malaysia,8880.14580454109,74.442,28717731.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2011,Malaysia,10209.3719445027,74.746,29184133.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2012,Malaysia,10601.5104558966,74.944,29660212.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2013,Malaysia,10727.6690215542,75.035,30134807.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2014,Malaysia,11045.5801207599,75.146,30606459.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2015,Malaysia,9699.60046342736,75.094,31068833.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2016,Malaysia,9555.66959336559,75.289,31526418.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2017,Malaysia,9979.70447282371,75.476,31975806.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2018,Malaysia,11073.9789704691,75.644,32399271.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2019,Malaysia,11132.1027429418,75.76,32804020.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2020,Malaysia,10164.344431073,75.938,33199993.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2021,Malaysia,11134.6229528189,74.884,33573874.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2022,Malaysia,11993.1876132994,,33938221.0,MYS,East Asia & Pacific,Upper middle income,IBRD
2004,Maldives,4060.53441281363,73.538,302135.0,MDV,South Asia,Upper middle income,IDA
2005,Maldives,3789.23201352259,74.751,307018.0,MDV,South Asia,Upper middle income,IDA
2006,Maldives,5010.16342484565,75.13,314401.0,MDV,South Asia,Upper middle income,IDA
2007,Maldives,5746.64425436129,75.686,325126.0,MDV,South Asia,Upper middle income,IDA
2008,Maldives,6743.13096281125,76.543,336883.0,MDV,South Asia,Upper middle income,IDA
2009,Maldives,6719.33026775987,77.069,349037.0,MDV,South Asia,Upper middle income,IDA
2010,Maldives,7158.06142131359,77.657,361575.0,MDV,South Asia,Upper middle income,IDA
2011,Maldives,7409.33190310175,78.124,374440.0,MDV,South Asia,Upper middle income,IDA
2012,Maldives,7447.41560461439,78.682,387539.0,MDV,South Asia,Upper middle income,IDA
2013,Maldives,8222.55803576643,79.057,400728.0,MDV,South Asia,Upper middle income,IDA
2014,Maldives,8872.128379429,79.424,416738.0,MDV,South Asia,Upper middle income,IDA
2015,Maldives,9480.43151420101,79.695,435582.0,MDV,South Asia,Upper middle income,IDA
2016,Maldives,9708.14134750478,79.872,454252.0,MDV,South Asia,Upper middle income,IDA
2017,Maldives,10194.7461477043,79.943,472442.0,MDV,South Asia,Upper middle income,IDA
2018,Maldives,11034.7235971635,80.013,489758.0,MDV,South Asia,Upper middle income,IDA
2019,Maldives,11349.8592642235,80.116,504508.0,MDV,South Asia,Upper middle income,IDA
2020,Maldives,7216.81637110947,79.875,514438.0,MDV,South Asia,Upper middle income,IDA
2021,Maldives,10076.3175303966,79.918,521457.0,MDV,South Asia,Upper middle income,IDA
2022,Maldives,11780.8169102421,,523787.0,MDV,South Asia,Upper middle income,IDA
2004,Mali,427.717319974613,53.538,12751995.0,MLI,Sub-Saharan Africa ,Low income,IDA
2005,Mali,473.995046803835,54.003,13180551.0,MLI,Sub-Saharan Africa ,Low income,IDA
2006,Mali,506.911838699572,54.615,13623541.0,MLI,Sub-Saharan Africa ,Low income,IDA
2007,Mali,579.257140881674,54.941,14080912.0,MLI,Sub-Saharan Africa ,Low income,IDA
2008,Mali,676.127001144005,55.291,14551117.0,MLI,Sub-Saharan Africa ,Low income,IDA
2009,Mali,680.649958587557,55.874,15032635.0,MLI,Sub-Saharan Africa ,Low income,IDA
2010,Mali,688.327865858558,56.382,15529181.0,MLI,Sub-Saharan Africa ,Low income,IDA
2011,Mali,810.182556036129,56.755,16039734.0,MLI,Sub-Saharan Africa ,Low income,IDA
2012,Mali,753.392137501905,57.079,16514687.0,MLI,Sub-Saharan Africa ,Low income,IDA
2013,Mali,778.797052798816,57.357,17004033.0,MLI,Sub-Saharan Africa ,Low income,IDA
2014,Mali,818.430341392215,57.9,17551814.0,MLI,Sub-Saharan Africa ,Low income,IDA
2015,Mali,723.504204947663,58.363,18112907.0,MLI,Sub-Saharan Africa ,Low income,IDA
2016,Mali,750.051809102295,58.731,18700106.0,MLI,Sub-Saharan Africa ,Low income,IDA
2017,Mali,795.682801553765,59.132,19311355.0,MLI,Sub-Saharan Africa ,Low income,IDA
